,政黨,得票數,得票率,縣市,區
4257,台灣民眾黨,2234,11.6010,彰化縣,埔鹽鄉
4258,台灣維新,14,0.0727,彰化縣,埔鹽鄉
4259,台澎黨,27,0.1402,彰化縣,埔鹽鄉
4260,國會政黨聯盟,56,0.2908,彰化縣,埔鹽鄉
4261,台灣團結聯盟,103,0.5349,彰化縣,埔鹽鄉
4264,合一行動聯盟,47,0.2221,彰化縣,埔心鄉
4265,中華統一促進黨,60,0.2836,彰化縣,埔心鄉
4266,親民黨,816,3.8565,彰化縣,埔心鄉
4267,安定力量,100,0.4726,彰化縣,埔心鄉
4268,台灣基進,650,3.0720,彰化縣,埔心鄉
4269,時代力量,1470,6.9474,彰化縣,埔心鄉
4270,新黨,91,0.4301,彰化縣,埔心鄉
4271,喜樂島聯盟,58,0.2741,彰化縣,埔心鄉
4272,中國國民黨,6511,30.7718,彰化縣,埔心鄉
4273,一邊一國行動黨,252,1.1910,彰化縣,埔心鄉
4274,勞動黨,43,0.2032,彰化縣,埔心鄉
4275,綠黨,349,1.6494,彰化縣,埔心鄉
4276,宗教聯盟,44,0.2079,彰化縣,埔心鄉
4277,民主進步黨,7879,37.2371,彰化縣,埔心鄉
4278,台灣民眾黨,2593,12.2548,彰化縣,埔心鄉
4279,台灣維新,19,0.0898,彰化縣,埔心鄉
4280,台澎黨,22,0.1040,彰化縣,埔心鄉
4281,國會政黨聯盟,52,0.2458,彰化縣,埔心鄉
4282,台灣團結聯盟,103,0.4868,彰化縣,埔心鄉
4285,合一行動聯盟,27,0.1220,彰化縣,永靖鄉
4286,中華統一促進黨,45,0.2033,彰化縣,永靖鄉
4287,親民黨,781,3.5283,彰化縣,永靖鄉
4288,安定力量,109,0.4924,彰化縣,永靖鄉
4289,台灣基進,720,3.2528,彰化縣,永靖鄉
4290,時代力量,1633,7.3775,彰化縣,永靖鄉
4291,新黨,116,0.5241,彰化縣,永靖鄉
4292,喜樂島聯盟,53,0.2394,彰化縣,永靖鄉
4293,中國國民黨,7246,32.7355,彰化縣,永靖鄉
4294,一邊一國行動黨,300,1.3553,彰化縣,永靖鄉
4295,勞動黨,46,0.2078,彰化縣,永靖鄉
4296,綠黨,336,1.5180,彰化縣,永靖鄉
4297,宗教聯盟,43,0.1943,彰化縣,永靖鄉
4298,民主進步黨,7794,35.2112,彰化縣,永靖鄉
4299,台灣民眾黨,2661,12.0217,彰化縣,永靖鄉
4300,台灣維新,24,0.1084,彰化縣,永靖鄉
4301,台澎黨,29,0.1310,彰化縣,永靖鄉
4302,國會政黨聯盟,64,0.2891,彰化縣,永靖鄉
4303,台灣團結聯盟,108,0.4879,彰化縣,永靖鄉
4306,合一行動聯盟,39,0.1507,彰化縣,社頭鄉
4307,中華統一促進黨,49,0.1893,彰化縣,社頭鄉
4308,親民黨,862,3.3308,彰化縣,社頭鄉
4309,安定力量,128,0.4946,彰化縣,社頭鄉
4310,台灣基進,726,2.8053,彰化縣,社頭鄉
4311,時代力量,1849,7.1445,彰化縣,社頭鄉
4312,新黨,105,0.4057,彰化縣,社頭鄉
4313,喜樂島聯盟,49,0.1893,彰化縣,社頭鄉
4314,中國國民黨,8445,32.6314,彰化縣,社頭鄉
4315,一邊一國行動黨,380,1.4683,彰化縣,社頭鄉
4316,勞動黨,75,0.2898,彰化縣,社頭鄉
4317,綠黨,389,1.5031,彰化縣,社頭鄉
4318,宗教聯盟,74,0.2859,彰化縣,社頭鄉
4319,民主進步黨,9340,36.0896,彰化縣,社頭鄉
4320,台灣民眾黨,3159,12.2063,彰化縣,社頭鄉
4321,台灣維新,37,0.1430,彰化縣,社頭鄉
4322,台澎黨,28,0.1082,彰化縣,社頭鄉
4323,國會政黨聯盟,41,0.1584,彰化縣,社頭鄉
4324,台灣團結聯盟,105,0.4057,彰化縣,社頭鄉
4327,合一行動聯盟,16,0.1708,彰化縣,二水鄉
4328,中華統一促進黨,20,0.2134,彰化縣,二水鄉
4329,親民黨,265,2.8282,彰化縣,二水鄉
4330,安定力量,48,0.5123,彰化縣,二水鄉
4331,台灣基進,258,2.7535,彰化縣,二水鄉
4332,時代力量,535,5.7097,彰化縣,二水鄉
4333,新黨,44,0.4696,彰化縣,二水鄉
4334,喜樂島聯盟,23,0.2455,彰化縣,二水鄉
4335,中國國民黨,3458,36.9050,彰化縣,二水鄉
4336,一邊一國行動黨,234,2.4973,彰化縣,二水鄉
4337,勞動黨,17,0.1814,彰化縣,二水鄉
4338,綠黨,126,1.3447,彰化縣,二水鄉
4339,宗教聯盟,29,0.3095,彰化縣,二水鄉
4340,民主進步黨,3373,35.9979,彰化縣,二水鄉
4341,台灣民眾黨,827,8.8260,彰化縣,二水鄉
4342,台灣維新,10,0.1067,彰化縣,二水鄉
4343,台澎黨,13,0.1387,彰化縣,二水鄉
4344,國會政黨聯盟,20,0.2134,彰化縣,二水鄉
4345,台灣團結聯盟,54,0.5763,彰化縣,二水鄉
4348,合一行動聯盟,39,0.2000,彰化縣,北斗鎮
4349,中華統一促進黨,51,0.2615,彰化縣,北斗鎮
4350,親民黨,740,3.7947,彰化縣,北斗鎮
4351,安定力量,101,0.5179,彰化縣,北斗鎮
4352,台灣基進,537,2.7537,彰化縣,北斗鎮
4353,時代力量,1381,7.0817,彰化縣,北斗鎮
4354,新黨,104,0.5333,彰化縣,北斗鎮
4355,喜樂島聯盟,38,0.1949,彰化縣,北斗鎮
4356,中國國民黨,6745,34.5880,彰化縣,北斗鎮
4357,一邊一國行動黨,245,1.2563,彰化縣,北斗鎮
4358,勞動黨,26,0.1333,彰化縣,北斗鎮
4359,綠黨,293,1.5025,彰化縣,北斗鎮
4360,宗教聯盟,36,0.1846,彰化縣,北斗鎮
4361,民主進步黨,6659,34.1470,彰化縣,北斗鎮
4362,台灣民眾黨,2338,11.9891,彰化縣,北斗鎮
4363,台灣維新,15,0.0769,彰化縣,北斗鎮
4364,台澎黨,28,0.1436,彰化縣,北斗鎮
4365,國會政黨聯盟,33,0.1692,彰化縣,北斗鎮
4366,台灣團結聯盟,92,0.4718,彰化縣,北斗鎮
4369,合一行動聯盟,120,0.4311,彰化縣,二林鎮
4370,中華統一促進黨,119,0.4275,彰化縣,二林鎮
4371,親民黨,951,3.4167,彰化縣,二林鎮
4372,安定力量,153,0.5497,彰化縣,二林鎮
4373,台灣基進,774,2.7808,彰化縣,二林鎮
4374,時代力量,1707,6.1328,彰化縣,二林鎮
4375,新黨,165,0.5928,彰化縣,二林鎮
4376,喜樂島聯盟,62,0.2227,彰化縣,二林鎮
4377,中國國民黨,11026,39.6134,彰化縣,二林鎮
4378,一邊一國行動黨,288,1.0347,彰化縣,二林鎮
4379,勞動黨,78,0.2802,彰化縣,二林鎮
4380,綠黨,347,1.2467,彰化縣,二林鎮
4381,宗教聯盟,74,0.2659,彰化縣,二林鎮
4382,民主進步黨,8887,31.9286,彰化縣,二林鎮
4383,台灣民眾黨,2778,9.9806,彰化縣,二林鎮
4384,台灣維新,24,0.0862,彰化縣,二林鎮
4385,台澎黨,49,0.1760,彰化縣,二林鎮
4386,國會政黨聯盟,57,0.2048,彰化縣,二林鎮
4387,台灣團結聯盟,175,0.6287,彰化縣,二林鎮
4390,合一行動聯盟,22,0.1363,彰化縣,田尾鄉
4391,中華統一促進黨,30,0.1858,彰化縣,田尾鄉
4392,親民黨,501,3.1035,彰化縣,田尾鄉
4393,安定力量,73,0.4522,彰化縣,田尾鄉
4394,台灣基進,489,3.0292,彰化縣,田尾鄉
4395,時代力量,1165,7.2168,彰化縣,田尾鄉
4396,新黨,83,0.5142,彰化縣,田尾鄉
4397,喜樂島聯盟,38,0.2354,彰化縣,田尾鄉
4398,中國國民黨,5549,34.3740,彰化縣,田尾鄉
4399,一邊一國行動黨,302,1.8708,彰化縣,田尾鄉
4400,勞動黨,35,0.2168,彰化縣,田尾鄉
4401,綠黨,244,1.5115,彰化縣,田尾鄉
4402,宗教聯盟,30,0.1858,彰化縣,田尾鄉
4403,民主進步黨,5609,34.7457,彰化縣,田尾鄉
4404,台灣民眾黨,1834,11.3610,彰化縣,田尾鄉
4405,台灣維新,14,0.0867,彰化縣,田尾鄉
4406,台澎黨,19,0.1177,彰化縣,田尾鄉
4407,國會政黨聯盟,23,0.1425,彰化縣,田尾鄉
4408,台灣團結聯盟,83,0.5142,彰化縣,田尾鄉
4411,合一行動聯盟,71,0.4189,彰化縣,埤頭鄉
4412,中華統一促進黨,40,0.2360,彰化縣,埤頭鄉
4413,親民黨,536,3.1621,彰化縣,埤頭鄉
4414,安定力量,110,0.6489,彰化縣,埤頭鄉
4415,台灣基進,432,2.5485,彰化縣,埤頭鄉
4416,時代力量,1158,6.8315,彰化縣,埤頭鄉
4417,新黨,78,0.4601,彰化縣,埤頭鄉
4418,喜樂島聯盟,30,0.1770,彰化縣,埤頭鄉
4419,中國國民黨,5818,34.3225,彰化縣,埤頭鄉
4420,一邊一國行動黨,220,1.2979,彰化縣,埤頭鄉
4421,勞動黨,46,0.2714,彰化縣,埤頭鄉
4422,綠黨,196,1.1563,彰化縣,埤頭鄉
4423,宗教聯盟,31,0.1829,彰化縣,埤頭鄉
4424,民主進步黨,6170,36.3990,彰化縣,埤頭鄉
4425,台灣民眾黨,1856,10.9492,彰化縣,埤頭鄉
4426,台灣維新,8,0.0472,彰化縣,埤頭鄉
4427,台澎黨,22,0.1298,彰化縣,埤頭鄉
4428,國會政黨聯盟,27,0.1593,彰化縣,埤頭鄉
4429,台灣團結聯盟,102,0.6017,彰化縣,埤頭鄉
4432,合一行動聯盟,86,0.4811,彰化縣,芳苑鄉
4433,中華統一促進黨,65,0.3636,彰化縣,芳苑鄉
4434,親民黨,611,3.4180,彰化縣,芳苑鄉
4435,安定力量,145,0.8111,彰化縣,芳苑鄉
4436,台灣基進,435,2.4334,彰化縣,芳苑鄉
4437,時代力量,971,5.4319,彰化縣,芳苑鄉
4438,新黨,75,0.4196,彰化縣,芳苑鄉
4439,喜樂島聯盟,38,0.2126,彰化縣,芳苑鄉
4440,中國國民黨,5960,33.3408,彰化縣,芳苑鄉
4441,一邊一國行動黨,213,1.1915,彰化縣,芳苑鄉
4442,勞動黨,37,0.2070,彰化縣,芳苑鄉
4443,綠黨,194,1.0853,彰化縣,芳苑鄉
4444,宗教聯盟,48,0.2685,彰化縣,芳苑鄉
4445,民主進步黨,7242,40.5124,彰化縣,芳苑鄉
4446,台灣民眾黨,1568,8.7715,彰化縣,芳苑鄉
4447,台灣維新,22,0.1231,彰化縣,芳苑鄉
4448,台澎黨,27,0.1510,彰化縣,芳苑鄉
4449,國會政黨聯盟,34,0.1902,彰化縣,芳苑鄉
4450,台灣團結聯盟,105,0.5874,彰化縣,芳苑鄉
4453,合一行動聯盟,62,0.7432,彰化縣,大城鄉
4454,中華統一促進黨,62,0.7432,彰化縣,大城鄉
4455,親民黨,277,3.3205,彰化縣,大城鄉
4456,安定力量,78,0.9350,彰化縣,大城鄉
4457,台灣基進,133,1.5943,彰化縣,大城鄉
4458,時代力量,380,4.5553,彰化縣,大城鄉
4459,新黨,39,0.4675,彰化縣,大城鄉
4460,喜樂島聯盟,29,0.3476,彰化縣,大城鄉
4461,中國國民黨,3377,40.4819,彰化縣,大城鄉
4462,一邊一國行動黨,174,2.0858,彰化縣,大城鄉
4463,勞動黨,19,0.2278,彰化縣,大城鄉
4464,綠黨,63,0.7552,彰化縣,大城鄉
4465,宗教聯盟,30,0.3596,彰化縣,大城鄉
4466,民主進步黨,2861,34.2963,彰化縣,大城鄉
4467,台灣民眾黨,640,7.6720,彰化縣,大城鄉
4468,台灣維新,12,0.1439,彰化縣,大城鄉
4469,台澎黨,23,0.2757,彰化縣,大城鄉
4470,國會政黨聯盟,17,0.2038,彰化縣,大城鄉
4471,台灣團結聯盟,66,0.7912,彰化縣,大城鄉
4474,合一行動聯盟,31,0.3738,彰化縣,竹塘鄉
4475,中華統一促進黨,23,0.2773,彰化縣,竹塘鄉
4476,親民黨,230,2.7731,彰化縣,竹塘鄉
4477,安定力量,58,0.6993,彰化縣,竹塘鄉
4478,台灣基進,176,2.1220,彰化縣,竹塘鄉
4479,時代力量,488,5.8838,彰化縣,竹塘鄉
4480,新黨,34,0.4099,彰化縣,竹塘鄉
4481,喜樂島聯盟,17,0.2050,彰化縣,竹塘鄉
4482,中國國民黨,2659,32.0593,彰化縣,竹塘鄉
4483,一邊一國行動黨,156,1.8809,彰化縣,竹塘鄉
4484,勞動黨,10,0.1206,彰化縣,竹塘鄉
4485,綠黨,106,1.2780,彰化縣,竹塘鄉
4486,宗教聯盟,20,0.2411,彰化縣,竹塘鄉
4487,民主進步黨,3379,40.7403,彰化縣,竹塘鄉
4488,台灣民眾黨,800,9.6455,彰化縣,竹塘鄉
4489,台灣維新,11,0.1326,彰化縣,竹塘鄉
4490,台澎黨,25,0.3014,彰化縣,竹塘鄉
4491,國會政黨聯盟,16,0.1929,彰化縣,竹塘鄉
4492,台灣團結聯盟,55,0.6631,彰化縣,竹塘鄉
4495,合一行動聯盟,54,0.3181,彰化縣,溪州鄉
4496,中華統一促進黨,55,0.3240,彰化縣,溪州鄉
4497,親民黨,564,3.3225,彰化縣,溪州鄉
4498,安定力量,116,0.6834,彰化縣,溪州鄉
4499,台灣基進,501,2.9514,彰化縣,溪州鄉
4500,時代力量,1046,6.1620,彰化縣,溪州鄉
4501,新黨,66,0.3888,彰化縣,溪州鄉
4502,喜樂島聯盟,50,0.2946,彰化縣,溪州鄉
4503,中國國民黨,5129,30.2150,彰化縣,溪州鄉
4504,一邊一國行動黨,443,2.6097,彰化縣,溪州鄉
4505,勞動黨,33,0.1944,彰化縣,溪州鄉
4506,綠黨,203,1.1959,彰化縣,溪州鄉
4507,宗教聯盟,45,0.2651,彰化縣,溪州鄉
4508,民主進步黨,6698,39.4580,彰化縣,溪州鄉
4509,台灣民眾黨,1799,10.5979,彰化縣,溪州鄉
4510,台灣維新,18,0.1060,彰化縣,溪州鄉
4511,台澎黨,32,0.1885,彰化縣,溪州鄉
4512,國會政黨聯盟,22,0.1296,彰化縣,溪州鄉
4513,台灣團結聯盟,101,0.5950,彰化縣,溪州鄉
4516,合一行動聯盟,108,0.1799,南投縣,南投市
4517,中華統一促進黨,138,0.2299,南投縣,南投市
4518,親民黨,2840,4.7312,南投縣,南投市
4519,安定力量,454,0.7563,南投縣,南投市
4520,台灣基進,1734,2.8887,南投縣,南投市
4521,時代力量,4210,7.0135,南投縣,南投市
4522,新黨,492,0.8196,南投縣,南投市
4523,喜樂島聯盟,147,0.2449,南投縣,南投市
4524,中國國民黨,23257,38.7442,南投縣,南投市
4525,一邊一國行動黨,364,0.6064,南投縣,南投市
4526,勞動黨,101,0.1683,南投縣,南投市
4527,綠黨,1126,1.8758,南投縣,南投市
4528,宗教聯盟,163,0.2715,南投縣,南投市
4529,民主進步黨,17931,29.8716,南投縣,南投市
4530,台灣民眾黨,6495,10.8201,南投縣,南投市
4531,台灣維新,45,0.0750,南投縣,南投市
4532,台澎黨,50,0.0833,南投縣,南投市
4533,國會政黨聯盟,152,0.2532,南投縣,南投市
4534,台灣團結聯盟,220,0.3665,南投縣,南投市
4537,合一行動聯盟,100,0.2128,南投縣,埔里鎮
4538,中華統一促進黨,189,0.4021,南投縣,埔里鎮
4539,親民黨,1854,3.9446,南投縣,埔里鎮
4540,安定力量,204,0.4340,南投縣,埔里鎮
4541,台灣基進,1236,2.6297,南投縣,埔里鎮
4542,時代力量,2745,5.8403,南投縣,埔里鎮
4543,新黨,356,0.7574,南投縣,埔里鎮
4544,喜樂島聯盟,111,0.2362,南投縣,埔里鎮
4545,中國國民黨,20010,42.5736,南投縣,埔里鎮
4546,一邊一國行動黨,204,0.4340,南投縣,埔里鎮
4547,勞動黨,75,0.1596,南投縣,埔里鎮
4548,綠黨,829,1.7638,南投縣,埔里鎮
4549,宗教聯盟,163,0.3468,南投縣,埔里鎮
4550,民主進步黨,13792,29.3441,南投縣,埔里鎮
4551,台灣民眾黨,4672,9.9402,南投縣,埔里鎮
4552,台灣維新,73,0.1553,南投縣,埔里鎮
4553,台澎黨,52,0.1106,南投縣,埔里鎮
4554,國會政黨聯盟,133,0.2830,南投縣,埔里鎮
4555,台灣團結聯盟,203,0.4319,南投縣,埔里鎮
4558,合一行動聯盟,108,0.1803,南投縣,草屯鎮
4559,中華統一促進黨,180,0.3005,南投縣,草屯鎮
4560,親民黨,2588,4.3200,南投縣,草屯鎮
4561,安定力量,241,0.4023,南投縣,草屯鎮
4562,台灣基進,1815,3.0296,南投縣,草屯鎮
4563,時代力量,4377,7.3062,南投縣,草屯鎮
4564,新黨,440,0.7345,南投縣,草屯鎮
4565,喜樂島聯盟,130,0.2170,南投縣,草屯鎮
4566,中國國民黨,21855,36.4809,南投縣,草屯鎮
4567,一邊一國行動黨,357,0.5959,南投縣,草屯鎮
4568,勞動黨,66,0.1102,南投縣,草屯鎮
4569,綠黨,1079,1.8011,南投縣,草屯鎮
4570,宗教聯盟,136,0.2270,南投縣,草屯鎮
4571,民主進步黨,18966,31.6585,南投縣,草屯鎮
4572,台灣民眾黨,6955,11.6095,南投縣,草屯鎮
4573,台灣維新,51,0.0851,南投縣,草屯鎮
4574,台澎黨,64,0.1068,南投縣,草屯鎮
4575,國會政黨聯盟,272,0.4540,南投縣,草屯鎮
4576,台灣團結聯盟,228,0.3806,南投縣,草屯鎮
4579,合一行動聯盟,89,0.2814,南投縣,竹山鎮
4580,中華統一促進黨,123,0.3890,南投縣,竹山鎮
4581,親民黨,1009,3.1907,南投縣,竹山鎮
4582,安定力量,119,0.3763,南投縣,竹山鎮
4583,台灣基進,911,2.8808,南投縣,竹山鎮
4584,時代力量,1900,6.0083,南投縣,竹山鎮
4585,新黨,165,0.5218,南投縣,竹山鎮
4586,喜樂島聯盟,78,0.2467,南投縣,竹山鎮
4587,中國國民黨,11731,37.0964,南投縣,竹山鎮
4588,一邊一國行動黨,343,1.0847,南投縣,竹山鎮
4589,勞動黨,59,0.1866,南投縣,竹山鎮
4590,綠黨,478,1.5116,南投縣,竹山鎮
4591,宗教聯盟,177,0.5597,南投縣,竹山鎮
4592,民主進步黨,10732,33.9373,南投縣,竹山鎮
4593,台灣民眾黨,3177,10.0465,南投縣,竹山鎮
4594,台灣維新,30,0.0949,南投縣,竹山鎮
4595,台澎黨,52,0.1644,南投縣,竹山鎮
4596,國會政黨聯盟,273,0.8633,南投縣,竹山鎮
4597,台灣團結聯盟,177,0.5597,南投縣,竹山鎮
4600,合一行動聯盟,23,0.3539,南投縣,集集鎮
4601,中華統一促進黨,36,0.5539,南投縣,集集鎮
4602,親民黨,262,4.0314,南投縣,集集鎮
4603,安定力量,39,0.6001,南投縣,集集鎮
4604,台灣基進,183,2.8158,南投縣,集集鎮
4605,時代力量,398,6.1240,南投縣,集集鎮
4606,新黨,34,0.5232,南投縣,集集鎮
4607,喜樂島聯盟,11,0.1693,南投縣,集集鎮
4608,中國國民黨,2652,40.8063,南投縣,集集鎮
4609,一邊一國行動黨,38,0.5847,南投縣,集集鎮
4610,勞動黨,16,0.2462,南投縣,集集鎮
4611,綠黨,91,1.4002,南投縣,集集鎮
4612,宗教聯盟,20,0.3077,南投縣,集集鎮
4613,民主進步黨,2027,31.1894,南投縣,集集鎮
4614,台灣民眾黨,598,9.2014,南投縣,集集鎮
4615,台灣維新,7,0.1077,南投縣,集集鎮
4616,台澎黨,17,0.2616,南投縣,集集鎮
4617,國會政黨聯盟,19,0.2924,南投縣,集集鎮
4618,台灣團結聯盟,28,0.4308,南投縣,集集鎮
4621,合一行動聯盟,83,0.3618,南投縣,名間鄉
4622,中華統一促進黨,75,0.3270,南投縣,名間鄉
4623,親民黨,801,3.4919,南投縣,名間鄉
4624,安定力量,150,0.6539,南投縣,名間鄉
4625,台灣基進,654,2.8510,南投縣,名間鄉
4626,時代力量,1380,6.0160,南投縣,名間鄉
4627,新黨,117,0.5100,南投縣,名間鄉
4628,喜樂島聯盟,41,0.1787,南投縣,名間鄉
4629,中國國民黨,7481,32.6126,南投縣,名間鄉
4630,一邊一國行動黨,204,0.8893,南投縣,名間鄉
4631,勞動黨,47,0.2049,南投縣,名間鄉
4632,綠黨,307,1.3383,南投縣,名間鄉
4633,宗教聯盟,108,0.4708,南投縣,名間鄉
4634,民主進步黨,9015,39.2999,南投縣,名間鄉
4635,台灣民眾黨,2146,9.3552,南投縣,名間鄉
4636,台灣維新,23,0.1003,南投縣,名間鄉
4637,台澎黨,37,0.1613,南投縣,名間鄉
4638,國會政黨聯盟,144,0.6278,南投縣,名間鄉
4639,台灣團結聯盟,126,0.5493,南投縣,名間鄉
4642,合一行動聯盟,46,0.4272,南投縣,鹿谷鄉
4643,中華統一促進黨,46,0.4272,南投縣,鹿谷鄉
4644,親民黨,324,3.0092,南投縣,鹿谷鄉
4645,安定力量,41,0.3808,南投縣,鹿谷鄉
4646,台灣基進,339,3.1485,南投縣,鹿谷鄉
4647,時代力量,578,5.3683,南投縣,鹿谷鄉
4648,新黨,67,0.6223,南投縣,鹿谷鄉
4649,喜樂島聯盟,27,0.2508,南投縣,鹿谷鄉
4650,中國國民黨,4499,41.7851,南投縣,鹿谷鄉
4651,一邊一國行動黨,103,0.9566,南投縣,鹿谷鄉
4652,勞動黨,14,0.1300,南投縣,鹿谷鄉
4653,綠黨,174,1.6160,南投縣,鹿谷鄉
4654,宗教聯盟,34,0.3158,南投縣,鹿谷鄉
4655,民主進步黨,3385,31.4387,南投縣,鹿谷鄉
4656,台灣民眾黨,977,9.0740,南投縣,鹿谷鄉
4657,台灣維新,13,0.1207,南投縣,鹿谷鄉
4658,台澎黨,15,0.1393,南投縣,鹿谷鄉
4659,國會政黨聯盟,27,0.2508,南投縣,鹿谷鄉
4660,台灣團結聯盟,58,0.5387,南投縣,鹿谷鄉
4663,合一行動聯盟,46,0.5269,南投縣,中寮鄉
4664,中華統一促進黨,62,0.7102,南投縣,中寮鄉
4665,親民黨,385,4.4101,南投縣,中寮鄉
4666,安定力量,71,0.8133,南投縣,中寮鄉
4667,台灣基進,211,2.4170,南投縣,中寮鄉
4668,時代力量,465,5.3265,南投縣,中寮鄉
4669,新黨,55,0.6300,南投縣,中寮鄉
4670,喜樂島聯盟,21,0.2405,南投縣,中寮鄉
4671,中國國民黨,3335,38.2016,南投縣,中寮鄉
4672,一邊一國行動黨,78,0.8935,南投縣,中寮鄉
4673,勞動黨,14,0.1604,南投縣,中寮鄉
4674,綠黨,127,1.4548,南投縣,中寮鄉
4675,宗教聯盟,42,0.4811,南投縣,中寮鄉
4676,民主進步黨,3026,34.6621,南投縣,中寮鄉
4677,台灣民眾黨,671,7.6861,南投縣,中寮鄉
4678,台灣維新,7,0.0802,南投縣,中寮鄉
4679,台澎黨,17,0.1947,南投縣,中寮鄉
4680,國會政黨聯盟,41,0.4696,南投縣,中寮鄉
4681,台灣團結聯盟,56,0.6415,南投縣,中寮鄉
4684,合一行動聯盟,37,0.4057,南投縣,魚池鄉
4685,中華統一促進黨,55,0.6030,南投縣,魚池鄉
4686,親民黨,396,4.3416,南投縣,魚池鄉
4687,安定力量,71,0.7784,南投縣,魚池鄉
4688,台灣基進,228,2.4997,南投縣,魚池鄉
4689,時代力量,471,5.1639,南投縣,魚池鄉
4690,新黨,72,0.7894,南投縣,魚池鄉
4691,喜樂島聯盟,24,0.2631,南投縣,魚池鄉
4692,中國國民黨,3560,39.0308,南投縣,魚池鄉
4693,一邊一國行動黨,54,0.5920,南投縣,魚池鄉
4694,勞動黨,24,0.2631,南投縣,魚池鄉
4695,綠黨,100,1.0964,南投縣,魚池鄉
4696,宗教聯盟,30,0.3289,南投縣,魚池鄉
4697,民主進步黨,3073,33.6915,南投縣,魚池鄉
4698,台灣民眾黨,777,8.5188,南投縣,魚池鄉
4699,台灣維新,10,0.1096,南投縣,魚池鄉
4700,台澎黨,18,0.1973,南投縣,魚池鄉
4701,國會政黨聯盟,21,0.2302,南投縣,魚池鄉
4702,台灣團結聯盟,100,1.0964,南投縣,魚池鄉
4705,合一行動聯盟,45,0.4141,南投縣,國姓鄉
4706,中華統一促進黨,67,0.6166,南投縣,國姓鄉
4707,親民黨,430,3.9573,南投縣,國姓鄉
4708,安定力量,40,0.3681,南投縣,國姓鄉
4709,台灣基進,214,1.9694,南投縣,國姓鄉
4710,時代力量,509,4.6843,南投縣,國姓鄉
4711,新黨,62,0.5706,南投縣,國姓鄉
4712,喜樂島聯盟,29,0.2669,南投縣,國姓鄉
4713,中國國民黨,4874,44.8555,南投縣,國姓鄉
4714,一邊一國行動黨,115,1.0583,南投縣,國姓鄉
4715,勞動黨,19,0.1749,南投縣,國姓鄉
4716,綠黨,127,1.1688,南投縣,國姓鄉
4717,宗教聯盟,61,0.5614,南投縣,國姓鄉
4718,民主進步黨,3281,30.1951,南投縣,國姓鄉
4719,台灣民眾黨,861,7.9238,南投縣,國姓鄉
4720,台灣維新,8,0.0736,南投縣,國姓鄉
4721,台澎黨,20,0.1841,南投縣,國姓鄉
4722,國會政黨聯盟,55,0.5062,南投縣,國姓鄉
4723,台灣團結聯盟,49,0.4509,南投縣,國姓鄉
4726,合一行動聯盟,28,0.2790,南投縣,水里鄉
4727,中華統一促進黨,20,0.1993,南投縣,水里鄉
4728,親民黨,374,3.7270,南投縣,水里鄉
4729,安定力量,45,0.4484,南投縣,水里鄉
4730,台灣基進,234,2.3318,南投縣,水里鄉
4731,時代力量,496,4.9427,南投縣,水里鄉
4732,新黨,56,0.5580,南投縣,水里鄉
4733,喜樂島聯盟,17,0.1694,南投縣,水里鄉
4734,中國國民黨,4283,42.6806,南投縣,水里鄉
4735,一邊一國行動黨,69,0.6876,南投縣,水里鄉
4736,勞動黨,22,0.2192,南投縣,水里鄉
4737,綠黨,139,1.3852,南投縣,水里鄉
4738,宗教聯盟,40,0.3986,南投縣,水里鄉
4739,民主進步黨,3164,31.5296,南投縣,水里鄉
4740,台灣民眾黨,928,9.2476,南投縣,水里鄉
4741,台灣維新,9,0.0897,南投縣,水里鄉
4742,台澎黨,21,0.2093,南投縣,水里鄉
